animal	group	A*01Status	year	WkPost-TX	WkPost-ATI	parameter	value
RVm17	aIL10	-	1	21	9	LN_CD3p_CD8p_TCF1n	27
RVm17	aIL10	-	1	21	9	LN_CD3p_CD8p_IRF4nTCF1pTOXn	44.3
RVm17	aIL10	-	1	21	9	LN_CD3p_CD8p_IRF4nTCF1nTOXp	8.17
RVm17	aIL10	-	1	21	9	LN_CD3p_CD8p_IRF4nTCF1nTOXn	16.5
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	386
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2899
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	532
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	4.33
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	84.8
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	267
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	317
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	2002
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	186
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3634
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	2987
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	42.1
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	4934
RVm17	aIL10	-	1	21	9	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	78.4
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	775
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	12.8
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	155
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	15.4
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	158
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1489
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	885
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	328
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	83.5
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1pCD101n	56.1
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1nCD101n	32.1
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCFn	35.3
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	134
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	11.6
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2622
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	3115
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	147
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	10747
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	588
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.71
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	18
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_TCF1p	47.9
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_TCF1n	52.1
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	6.93
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	9.08
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	32.4
RVm17	aIL10	-	1	36	24	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	430
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive	26.7
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	-39.8
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive_TCF1p	75.8
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive_TCF1n	24.2
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	4.34
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	19.6
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	7237
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1p	69.5
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	13.6
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	199
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_TCF1n	30.5
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_IRF4nTCF1pTOXn	43.5
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_IRF4nTCF1nTOXp	7.31
RVm17	aIL10	-	1	36	24	LN_CD3p_CD8p_IRF4nTCF1nTOXn	22.3
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	404
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	3708
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	472
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	5.64
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	96.8
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	257
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	299
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	1437
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	169
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3761
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3800
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	42
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	4325
RVm17	aIL10	-	1	36	24	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	99
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	1028
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	213
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	369
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	204
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	441
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2452
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	817
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	576
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	168
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1pCD101n	74.3
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1nCD101n	11.8
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCFn	15.3
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	293
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	152
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2261
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2371
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	290
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	8486
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1121
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	4.81
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	289
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_TCF1p	45.4
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_TCF1n	54.6
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	7.88
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	12.2
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	25.8
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	718
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive	33.5
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	138
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive_TCF1p	96.7
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive_TCF1n	3.35
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	0.72
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	2.3
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9729
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1p	87.8
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	9.08
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	126
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_TCF1n	12.2
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_IRF4nTCF1pTOXn	44.7
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_IRF4nTCF1nTOXp	3.83
RVm17	aIL10	-	1	7	-5	LN_CD3p_CD8p_IRF4nTCF1nTOXn	6.09
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	349
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	3266
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	482
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	3.8
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	108
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	277
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	338
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	362
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	261
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3539
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3046
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	23.9
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	4237
RVm17	aIL10	-	1	7	-5	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	107
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	855
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	266
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	509
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	274
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	512
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1957
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	668
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	77.1
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	188
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1pCD101n	76.8
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101n	8.78
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCFn	12
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	320
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	151
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2320
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2105
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	389
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	9136
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1561
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	6.45
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	374
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_TCF1p	47.5
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_TCF1n	52.5
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	12.3
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	14
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	22.8
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	800
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive	50.3
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	151
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive_TCF1p	97.1
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive_TCF1n	2.9
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.13
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	1.66
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	11560
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1p	90
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	11.8
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	122
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_TCF1n	9.97
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1pTOXn	44.4
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1nTOXp	3.29
RYk17	aIL10	+	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1nTOXn	5.07
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	263
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2549
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	323
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	1.66
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	47
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	163
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	257
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	1456
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	151
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	2573
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	2734
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	43.3
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	2583
RYk17	aIL10	+	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	89.9
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	762
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	205
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	371
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	249
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	440
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2665
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	728
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	199
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	95.1
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1pCD101n	69.9
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1nCD101n	11.9
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCFn	16.4
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	222
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	158
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2075
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2048
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	443
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	9156
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1804
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	4.89
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	355
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_TCF1p	50.2
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_TCF1n	49.8
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	7.09
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	12.2
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	25.4
RYk17	aIL10	+	1	12	0	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1227
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive	38
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	169
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive_TCF1p	96
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive_TCF1n	4
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.07
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	2.87
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	10945
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1p	86.5
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	10.5
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	133
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_TCF1n	13.5
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_IRF4nTCF1pTOXn	50.4
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_IRF4nTCF1nTOXp	3.97
RYk17	aIL10	+	1	12	0	LN_CD3p_CD8p_IRF4nTCF1nTOXn	7.49
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	389
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2882
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	423
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	2.38
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	105
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	176
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	256
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	1867
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	478
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	2712
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3240
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	61.6
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	2691
RYk17	aIL10	+	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	114
RYk17	aIL10	+	1	21	9	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	833
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	157
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	309
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	190
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	360
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2614
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	883
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	278
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	152
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1pCD101n	71.6
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCF1nCD101n	12.5
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCFn	16.8
RYk17	aIL10	+	1	21	9	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	191
RYk17	aIL10	+	1	21	9	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	60.4
RYk17	aIL10	+	1	21	9	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2500
